product_id,product_title,rating,total_reviews,price,top_reviews
itmdc5308fa78421,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,"1,266","₹67,990","5 Perfect product! Loved it, it's my first MacBook that I earned from my hardwork 🥺❤️ READ MORE Piyush Khare Certified Buyer , Noida Oct, 2023 4148 347 Permalink Report Abuse || 5 Must buy! Battery lasted longer than my first relationship (2 days). Listening to Arijit singh songs on full volume since then still isn't getting over. Has more warmth than her. unlike her there's two way communication here as touchpad is very responsive. fingerprint lock is nice as it only opens up to me. 5 stars for this -1 for her READ MORE soumadeep bag Certified Buyer , Barasat 11 months ago 3356 417 Permalink Report Abuse"
